Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Cuidados PLA (product.metafields.custom.cuidados_pla),Material PLA (product.metafields.custom.material),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
copa-souffle-fecula-de-maiz,Copa soufflé - Fécula de Maíz,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">COPA SOUFFLÉ FABRICADA CON FÉCULA DE MAÍZ</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Las copas soufflé de XICOPACK Son desechables 100% biodegradables y compostables. </span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Ideal para salsas, aderezos o complementos</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">MATERIAL</b></p>
<p data-mce-fragment=""1"">Fabricado con Fécula de Maíz</p>
<p data-mce-fragment=""1"">Algunos de estos materiales se consideran residuos después del procesamiento de cultivos y, a menudo, se queman. Estas fibras son un recurso valioso<br>para fabricar productos como platos, recipientes para llevar, tazones,<br>y otros compostables.</p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CARACTERISTICAS Y BENEFICIOS</b></p>
<ul data-mce-fragment=""1"">
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Material obtenido del maíz, no absorbe ni trasmina</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Su degradación se da entre los 90 a 240 días en composta industrial</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Todos nuestros productos cuentan con certificaciones nacionales e internacionales</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Resistente para temperaturas hasta 120<span data-mce-fragment=""1"">° C</span></span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Apto para microondas por tiempos cortos</li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dígales a sus clientes que se preocupa por el medio ambiente. </li>
</ul>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES VASOS</b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Altura (cm)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Diámetro Superior (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">2 oz. (59 ml)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">6</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">4</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">4 oz. (118 ml)</span></p>
</td>
<td data-mce-fragment=""1"">8</td>
<td data-mce-fragment=""1"">6</td>
</tr>
</tbody>
</table>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CUIDADOS</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Rango de Temperatura: 40°F / 4° C a 105°F / 40°C</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Mantener lejos de cualquier fuente de calor</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Almacenar en lugares secos y lejos de los rayos del sol.</span></p>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CAJA </b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Peso (kg)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dimensiones (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">2 oz. (59 ml)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">8</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">40 x 44 x 32<br></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">4 oz. (118 ml)</span></p>
</td>
<td data-mce-fragment=""1"">8</td>
<td data-mce-fragment=""1"">40 x 44 x 32</td>
</tr>
</tbody>
</table>",xicopack,Business & Industrial > Food Service > Disposable Tableware > Disposable Cups,Copa soufflé compostable,"Comida p/llevar, Copa soufflé, Fécula de Maíz",true,Tamaño,2 oz.,,Cantidad,100,,Color,Blanco,,016FMAIZP,200.0,shopify,deny,manual,115.50,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/73.jpg?v=1676751808,1,,false,Copa soufflé | Mayoreo México - Xicopack,Compre Copa soufflé hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo a...,,,,,,,,,,,,,,,,,,g,,64.11,true,,,active
copa-souffle-fecula-de-maiz,,,,,,,,,2 oz.,,,100,,,Negro,,018FMAIZP,200.0,shopify,deny,manual,105.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/74.jpg?v=1676751807,2,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,67.28,,,,
copa-souffle-fecula-de-maiz,,,,,,,,,2 oz.,,,2500,,,Blanco,,016FMAIZ,4000.0,shopify,deny,manual,2272.97,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/75.jpg?v=1676751806,3,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1682.00,,,,
copa-souffle-fecula-de-maiz,,,,,,,,,2 oz.,,,2500,,,Negro,,018FMAIZ,4000.0,shopify,deny,manual,2272.97,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/76.jpg?v=1676751807,4,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1682.00,,,,
copa-souffle-fecula-de-maiz,,,,,,,,,4 oz.,,,100,,,Blanco,,020FMAIZP,200.0,shopify,deny,manual,123.28,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/77.jpg?v=1676751807,5,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,80.78,,,,
copa-souffle-fecula-de-maiz,,,,,,,,,4 oz.,,,100,,,Negro,,022FMAIZP,200.0,shopify,deny,manual,123.28,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,80.04,,,,
copa-souffle-fecula-de-maiz,,,,,,,,,4 oz.,,,2500,,,Blanco,,020FMAIZ,4000.0,shopify,deny,manual,2598.70,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,2001.00,,,,
copa-souffle-fecula-de-maiz,,,,,,,,,4 oz.,,,2500,,,Negro,,022FMAIZ,4000.0,shopify,deny,manual,2598.70,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,2001.00,,,,
tapa-para-copa-souffle-bagazo-de-trigo,Tapa Copa soufflé - Bagazo de trigo,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">TAPA PARA COPA SOUFFLÉ FABRICADA CON  BAGAZO DE TRIGO</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Las tapas para copas soufflé de XICOPACK Son desechables 100% biodegradables y compostables. </span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Ideal para salsas, aderezos o complementos</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">MATERIAL</b></p>
<p data-mce-fragment=""1"">Fabricado con fibras vegetales de paja de trigo</p>
<p data-mce-fragment=""1"">El bagazo de trigo se pueden utilizar para hacer alternativas sostenibles al poliestireno y la vajilla de plástico.</p>
<p data-mce-fragment=""1"">Algunos de estos materiales se consideran residuos después del procesamiento de cultivos y, a menudo, se queman. Estas fibras son un recurso valioso<br>para fabricar productos como platos, recipientes para llevar, tazones,<br>y otros compostables.</p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CARACTERISTICAS Y BENEFICIOS</b></p>
<ul data-mce-fragment=""1"">
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Su degradación se da entre los 90 a 180 días en composta industrial</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Todos nuestros productos cuentan con certificaciones nacionales e internacionales</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Resistente para temperaturas hasta 450<span data-mce-fragment=""1"">° F / 232° C</span></span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Apto para microondas por tiempos cortos</li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dígales a sus clientes que se preocupa por el medio ambiente. </li>
</ul>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES VASOS</b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Altura (cm)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Diámetro (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">2 oz. (59 ml)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><br data-mce-fragment=""1""></span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><br data-mce-fragment=""1""></span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">4 oz. (118 ml)</span></p>
</td>
<td data-mce-fragment=""1""></td>
<td data-mce-fragment=""1""></td>
</tr>
</tbody>
</table>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CUIDADOS</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Rango de Temperatura: 40°F / 4° C a 105°F / 40°C</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Mantener lejos de cualquier fuente de calor</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Almacenar en lugares secos y lejos de los rayos del sol.</span></p>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CAJA </b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Peso (kg)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dimensiones (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">2 oz. (59 ml)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><br data-mce-fragment=""1""></span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">4 oz. (118 ml)</span></p>
</td>
<td data-mce-fragment=""1""></td>
<td data-mce-fragment=""1""></td>
</tr>
</tbody>
</table>",xicopack,Business & Industrial > Food Service > Disposable Lids,Tapa Copa soufflé compostable,"Bagazo de Trigo, Comida p/llevar, Copa soufflé, Tapas",true,Tamaño,2 oz.,,Cantidad,50,,,,,010PTRIGOP,200.0,shopify,deny,manual,71.94,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/64_ad1a7260-c3fe-44d0-8948-3b73a068e554.jpg?v=1677028467,1,,false,Tapa Copa soufflé | Mayoreo México - Xicopack,Compre Tapa Copa soufflé hecho de Bagazo de Caña. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡May...,,,,,,,,,,,,,,,,,,g,,35.55,true,,,active
tapa-para-copa-souffle-bagazo-de-trigo,,,,,,,,,2 oz.,,,2000,,,,,010PTRIGO,4000.0,shopify,deny,manual,1848.81,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/65_7539f58a-a914-447a-9863-52befb529531.jpg?v=1677028466,2,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1195.96,,,,
tapa-para-copa-souffle-bagazo-de-trigo,,,,,,,,,4 oz.,,,50,,,,,013PTRIGOP,200.0,shopify,deny,manual,105.10,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/66_ed2a6410-5387-4d1a-ac15-e9e943605121.jpg?v=1677028468,3,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,49.82,,,,
tapa-para-copa-souffle-bagazo-de-trigo,,,,,,,,,4 oz.,,,1000,,,,,013PTRIGO,4000.0,shopify,deny,manual,1295.37,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/67_297b9000-df1d-4e63-a669-22f6298dd5de.jpg?v=1677028467,4,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,996.44,,,,
tapa-para-copa-souffle-bagazo-de-trigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/68_7605034d-1e8c-4b2f-a58b-2d0aae38ff3e.jpg?v=1677028467,5,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,,,,,,,
copa-souffle-bagazo-de-trigo,Copa soufflé - Bagazo de trigo,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">COPA SOUFFLÉ FABRICADA CON  BAGAZO DE TRIGO</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Las copas soufflé de XICOPACK Son desechables 100% biodegradables y compostables. </span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Ideal para salsas, aderezos o complementos</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">MATERIAL</b></p>
<p data-mce-fragment=""1"">Fabricado con fibras vegetales de paja de trigo</p>
<p data-mce-fragment=""1"">El bagazo de trigo se pueden utilizar para hacer alternativas sostenibles al poliestireno y la vajilla de plástico.</p>
<p data-mce-fragment=""1"">Algunos de estos materiales se consideran residuos después del procesamiento de cultivos y, a menudo, se queman. Estas fibras son un recurso valioso<br>para fabricar productos como platos, recipientes para llevar, tazones,<br>y otros compostables.</p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CARACTERISTICAS Y BENEFICIOS</b></p>
<ul data-mce-fragment=""1"">
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Su degradación se da entre los 90 a 180 días en composta industrial</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Todos nuestros productos cuentan con certificaciones nacionales e internacionales</span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Resistente para temperaturas hasta 450<span data-mce-fragment=""1"">° F / 232° C</span></span></li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Apto para microondas por tiempos cortos</li>
<li style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dígales a sus clientes que se preocupa por el medio ambiente. </li>
</ul>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES VASOS</b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Altura (cm)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Diámetro Superior (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">2 oz. (59 ml)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">4</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">6</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">4 oz. (118 ml)</span></p>
</td>
<td data-mce-fragment=""1"">6</td>
<td data-mce-fragment=""1"">8</td>
</tr>
</tbody>
</table>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">CUIDADOS</b></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Rango de Temperatura: 40°F / 4° C a 105°F / 40°C</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Mantener lejos de cualquier fuente de calor</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Almacenar en lugares secos y lejos de los rayos del sol.</span></p>
<br data-mce-fragment=""1"">
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">DIMENSIONES CAJA </b></p>
<table data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Capacidad</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Peso (kg)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Dimensiones (cm)</span></p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">2 oz. (59 ml)</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">8</span></p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""> 40 x 44 x 32</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">4 oz. (118 ml)</span></p>
</td>
<td data-mce-fragment=""1"">8</td>
<td data-mce-fragment=""1"">40 x 44 x 32</td>
</tr>
</tbody>
</table>",xicopack,Business & Industrial > Food Service > Disposable Tableware > Disposable Cups,Copa soufflé compostable,"Bagazo de Trigo, Comida p/llevar, Copa soufflé",true,Tamaño,2 oz.,,Cantidad,50,,,,,009PTRIGOP,200.0,shopify,deny,manual,89.42,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/69.jpg?v=1675105818,1,,false,Copa soufflé | Mayoreo México - Xicopack,Compre Copa soufflé hecho de Bagazo de Caña. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo ...,,,,,,,,,,,,,,,,,,g,,42.83,true,,,active
